loan_id,customer_id,loan_amount,interest_rate,issue_date,loan_status,annual_income,employment_length,scheduled_payment_date,actual_payment_date,amount_due,amount_paid,DaysPastDue,OutstandingBalance,DelinquencyTier,PD,LGD,EAD,Expected_Loss
LN000147,10147,47139,17.44,2023-10-02,Current,107873,1 year,2024-05-29,2024-05-28,1057.66,862.71,-1,46276.29,Current,0.01,0.6,46276.29,277.65774
LN000148,10148,23001,16.65,2022-12-27,In Grace Period,106371,3 years,2023-08-24,2023-08-22,1298.04,368.27,-2,22632.73,Current,0.01,0.6,22632.73,135.79638
LN000149,10149,10028,17.6,2024-05-25,Current,157924,3 years,2025-01-20,2025-01-18,1271.78,839.68,-2,9188.32,Current,0.01,0.6,9188.32,55.12992
LN000150,10150,47718,9.39,2023-09-12,Current,64547,<1 year,2024-05-09,2024-05-08,1304.85,1273.16,-1,46444.84,Current,0.01,0.6,46444.84,278.66904
LN000151,10151,10526,15.08,2022-06-26,Current,139755,3 years,2023-03-23,2023-03-23,1401.52,736.68,0,9789.32,Bucket 1 (Low Risk),0.02,0.6,9789.32,117.47184
LN000152,10152,30389,13.36,2022-12-13,Late,38727,10+ years,2023-11-08,2023-12-25,413.41,159.32,47,30229.68,Bucket 2 (Medium Risk),0.08,0.6,30229.68,1451.02464
LN000153,10153,49458,12.96,2022-09-16,Late,64419,2 years,2022-11-15,2023-02-02,1400.1,697.25,79,48760.75,Bucket 3 (High Risk),0.25,0.6,48760.75,7314.1125
LN000154,10154,25331,23.42,2023-12-17,Late,58803,5 years,2024-12-11,2024-12-26,752.02,378.62,15,24952.38,Bucket 1 (Low Risk),0.02,0.6,24952.38,299.42856
LN000155,10155,26527,20.64,2023-11-18,Late,162990,<1 year,2024-10-13,2025-01-11,734.19,481.07,90,26045.93,Bucket 3 (High Risk),0.25,0.6,26045.93,3906.8894999999998
LN000156,10156,28763,11.56,2022-08-08,Current,152473,1 year,2022-12-06,2022-12-06,654.95,485.93,0,28277.07,Bucket 1 (Low Risk),0.02,0.6,28277.07,339.32484
LN000157,10157,11628,15.14,2023-07-07,Fully Paid,163027,<1 year,2024-06-01,2024-06-04,1041.64,1351.67,3,10276.33,Bucket 1 (Low Risk),0.02,0.6,10276.33,123.31596
LN000158,10158,44141,12.78,2022-06-16,Current,68395,10+ years,2023-02-11,2023-02-09,1111.64,793.03,-2,43347.97,Current,0.01,0.6,43347.97,260.08782
LN000159,10159,20566,23.45,2023-09-18,Current,142683,1 year,2024-06-14,2024-06-15,1270.35,671.36,1,19894.64,Bucket 1 (Low Risk),0.02,0.6,19894.64,238.73568
LN000160,10160,35737,22.27,2022-07-18,Current,174532,3 years,2023-03-15,2023-03-17,903.49,1233.75,2,34503.25,Bucket 1 (Low Risk),0.02,0.6,34503.25,414.039
LN000161,10161,32437,23.39,2024-04-16,Current,61280,2 years,2024-05-16,2024-05-21,965.45,1348.94,5,31088.06,Bucket 1 (Low Risk),0.02,0.6,31088.06,373.05672000000004
LN000162,10162,11723,18.81,2023-06-13,Fully Paid,99727,<1 year,2023-09-11,2023-09-13,916.02,839.18,2,10883.82,Bucket 1 (Low Risk),0.02,0.6,10883.82,130.60584
LN000163,10163,33670,7.65,2022-08-16,Fully Paid,116641,<1 year,2023-03-14,2023-03-12,748.75,775.74,-2,32894.26,Current,0.01,0.6,32894.26,197.36556000000002
LN000164,10164,30307,23.9,2023-01-19,Current,108541,<1 year,2024-01-14,2024-01-17,465.12,1249.66,3,29057.34,Bucket 1 (Low Risk),0.02,0.6,29057.34,348.68808
LN000165,10165,23800,22.51,2023-04-29,Late,61383,10+ years,2023-12-25,2024-02-25,1387.03,653.81,62,23146.19,Bucket 3 (High Risk),0.25,0.6,23146.19,3471.9284999999995
LN000166,10166,6245,10.61,2024-05-05,Current,163352,3 years,2024-07-04,2024-07-06,446.22,585.17,2,5659.83,Bucket 1 (Low Risk),0.02,0.6,5659.83,67.91796
LN000167,10167,20626,13.56,2024-03-23,Late,41464,<1 year,2024-11-18,2025-02-07,1058.35,582.45,81,20043.55,Bucket 3 (High Risk),0.25,0.6,20043.55,3006.5325
LN000168,10168,42686,10.35,2022-05-28,Current,25410,5 years,2022-11-24,2022-11-25,524.78,984.8,1,41701.2,Bucket 1 (Low Risk),0.02,0.6,41701.2,500.4144
LN000169,10169,48792,7.54,2023-01-05,Current,162903,5 years,2023-10-02,2023-09-30,864.16,768.54,-2,48023.46,Current,0.01,0.6,48023.46,288.14076
LN000170,10170,46659,12.96,2023-01-18,Current,29257,2 years,2023-03-19,2023-03-22,1088.53,589.35,3,46069.65,Bucket 1 (Low Risk),0.02,0.6,46069.65,552.8358000000001
LN000171,10171,11793,19.89,2024-01-23,Default,59972,<1 year,2024-07-21,,955.22,0.0,715,11793.0,Default / Write-Off,1.0,0.6,11793.0,7075.8
LN000172,10172,47126,9.15,2024-03-08,Late,150444,10+ years,2024-06-06,2024-06-28,1231.43,156.79,22,46969.21,Bucket 1 (Low Risk),0.02,0.6,46969.21,563.63052
LN000173,10173,34994,6.67,2022-07-26,Current,77289,<1 year,2023-01-22,2023-01-24,1486.95,918.46,2,34075.54,Bucket 1 (Low Risk),0.02,0.6,34075.54,408.90648000000004
LN000174,10174,40588,14.52,2022-02-07,Default,75096,2 years,2022-08-06,,1334.57,0.0,1430,40588.0,Default / Write-Off,1.0,0.6,40588.0,24352.8
LN000175,10175,8132,21.58,2022-12-06,Current,121474,3 years,2023-07-04,2023-07-09,763.97,1373.56,5,6758.4400000000005,Bucket 1 (Low Risk),0.02,0.6,6758.4400000000005,81.10128
LN000176,10176,17243,14.93,2023-05-25,Current,161125,2 years,2023-07-24,2023-07-28,1022.94,394.71,4,16848.29,Bucket 1 (Low Risk),0.02,0.6,16848.29,202.17948
LN000177,10177,16826,15.82,2022-11-25,Current,110962,10+ years,2023-04-24,2023-04-26,1161.2,835.1,2,15990.9,Bucket 1 (Low Risk),0.02,0.6,15990.9,191.8908
LN000178,10178,15921,18.42,2022-12-26,Current,117421,5 years,2023-07-24,2023-07-26,1249.77,1067.36,2,14853.64,Bucket 1 (Low Risk),0.02,0.6,14853.64,178.24367999999998
LN000179,10179,8759,7.35,2023-10-15,Current,159502,10+ years,2024-09-09,2024-09-09,471.34,1443.35,0,7315.65,Bucket 1 (Low Risk),0.02,0.6,7315.65,87.7878
LN000180,10180,44817,18.21,2023-03-25,Current,42624,1 year,2024-02-18,2024-02-21,1439.36,734.58,3,44082.42,Bucket 1 (Low Risk),0.02,0.6,44082.42,528.98904
LN000181,10181,7122,16.89,2023-11-27,Current,122246,2 years,2024-07-24,2024-07-23,935.35,988.71,-1,6133.29,Current,0.01,0.6,6133.29,36.79974
LN000182,10182,31085,11.66,2022-10-13,Current,54739,<1 year,2023-10-08,2023-10-08,764.38,898.85,0,30186.15,Bucket 1 (Low Risk),0.02,0.6,30186.15,362.23380000000003
LN000183,10183,41809,8.12,2024-03-04,Current,141987,1 year,2024-12-29,2024-12-31,1498.35,1132.78,2,40676.22,Bucket 1 (Low Risk),0.02,0.6,40676.22,488.11464
LN000184,10184,18118,8.21,2024-05-23,Current,70260,10+ years,2025-01-18,2025-01-17,1461.07,1272.62,-1,16845.38,Current,0.01,0.6,16845.38,101.07228
LN000185,10185,25944,18.02,2023-12-28,Current,167126,2 years,2024-05-26,2024-05-26,1412.79,1154.17,0,24789.83,Bucket 1 (Low Risk),0.02,0.6,24789.83,297.47796000000005
LN000186,10186,46792,9.13,2023-01-06,In Grace Period,56814,1 year,2023-04-06,2023-04-07,331.54,1248.45,1,45543.55,Bucket 1 (Low Risk),0.02,0.6,45543.55,546.5226
LN000187,10187,41308,16.3,2023-04-24,Fully Paid,169610,1 year,2024-02-18,2024-02-17,777.79,378.9,-1,40929.1,Current,0.01,0.6,40929.1,245.5746
LN000188,10188,36369,15.46,2024-02-27,Current,175706,<1 year,2024-05-27,2024-05-30,839.97,1070.81,3,35298.19,Bucket 1 (Low Risk),0.02,0.6,35298.19,423.57828000000006
LN000189,10189,49571,15.31,2022-05-12,Fully Paid,169520,10+ years,2023-03-08,2023-03-08,454.84,1221.34,0,48349.66,Bucket 1 (Low Risk),0.02,0.6,48349.66,580.19592
LN000190,10190,37955,22.39,2022-02-26,Fully Paid,160817,1 year,2022-07-26,2022-07-26,1421.69,494.36,0,37460.64,Bucket 1 (Low Risk),0.02,0.6,37460.64,449.52768
LN000191,10191,19776,12.23,2023-06-16,Fully Paid,45672,2 years,2023-10-14,2023-10-16,663.39,450.2,2,19325.8,Bucket 1 (Low Risk),0.02,0.6,19325.8,231.90959999999998
LN000192,10192,39962,7.68,2023-10-19,Current,177212,1 year,2024-01-17,2024-01-20,976.34,1311.04,3,38650.96,Bucket 1 (Low Risk),0.02,0.6,38650.96,463.81152
LN000193,10193,6859,7.46,2023-10-19,Default,94377,10+ years,2024-02-16,,1220.35,0.0,871,6859.0,Default / Write-Off,1.0,0.6,6859.0,4115.4
LN000194,10194,32301,17.13,2022-02-01,Current,168019,2 years,2022-12-28,2022-12-30,1265.63,879.53,2,31421.47,Bucket 1 (Low Risk),0.02,0.6,31421.47,377.05764000000005
LN000195,10195,49891,13.31,2023-04-10,Current,40705,1 year,2023-12-06,2023-12-10,544.83,881.1,4,49009.9,Bucket 1 (Low Risk),0.02,0.6,49009.9,588.1188000000001
LN000196,10196,44758,8.59,2024-06-01,Late,115536,3 years,2024-08-30,2024-10-21,427.42,563.48,52,44194.52,Bucket 2 (Medium Risk),0.08,0.6,44194.52,2121.33696
LN000197,10197,20842,14.4,2022-10-01,Current,61930,<1 year,2022-10-31,2022-11-02,1337.0,1434.46,2,19407.54,Bucket 1 (Low Risk),0.02,0.6,19407.54,232.89048000000003
LN000198,10198,32402,10.47,2024-06-05,Fully Paid,110835,5 years,2025-05-31,2025-06-03,491.21,527.8,3,31874.2,Bucket 1 (Low Risk),0.02,0.6,31874.2,382.4904
LN000199,10199,38733,14.4,2024-06-19,Current,31075,<1 year,2025-01-15,2025-01-20,558.17,1460.02,5,37272.98,Bucket 1 (Low Risk),0.02,0.6,37272.98,447.27576000000005
LN000200,10200,28127,6.88,2022-10-16,Current,148361,2 years,2023-07-13,2023-07-11,817.11,1316.61,-2,26810.39,Current,0.01,0.6,26810.39,160.86234
LN000201,10201,22332,19.1,2024-02-22,Current,36860,3 years,2024-03-23,2024-03-24,646.32,735.03,1,21596.97,Bucket 1 (Low Risk),0.02,0.6,21596.97,259.16364000000004
LN000202,10202,30319,15.08,2024-02-22,In Grace Period,56145,1 year,2024-04-22,2024-04-26,1484.15,747.84,4,29571.16,Bucket 1 (Low Risk),0.02,0.6,29571.16,354.85392
LN000203,10203,41558,22.9,2024-02-13,Current,158463,3 years,2024-11-09,2024-11-07,464.44,354.36,-2,41203.64,Current,0.01,0.6,41203.64,247.22184000000001
LN000204,10204,26826,20.47,2023-06-16,Current,160136,1 year,2023-12-13,2023-12-16,1488.74,495.0,3,26331.0,Bucket 1 (Low Risk),0.02,0.6,26331.0,315.972
LN000205,10205,24610,16.69,2023-06-04,Fully Paid,164549,3 years,2024-05-29,2024-05-31,319.96,869.87,2,23740.13,Bucket 1 (Low Risk),0.02,0.6,23740.13,284.88156000000004
LN000206,10206,26708,18.13,2023-03-03,In Grace Period,31985,5 years,2023-10-29,2023-10-31,1239.48,1460.48,2,25247.52,Bucket 1 (Low Risk),0.02,0.6,25247.52,302.97024
LN000207,10207,42910,16.4,2024-01-09,Current,150946,1 year,2024-10-05,2024-10-09,1116.87,477.33,4,42432.67,Bucket 1 (Low Risk),0.02,0.6,42432.67,509.19203999999996
LN000208,10208,7069,16.31,2023-12-19,Current,29964,3 years,2024-06-16,2024-06-20,1128.6,481.72,4,6587.28,Bucket 1 (Low Risk),0.02,0.6,6587.28,79.04736
LN000209,10209,31894,15.03,2023-09-19,Fully Paid,41326,10+ years,2023-12-18,2023-12-19,1497.75,973.06,1,30920.94,Bucket 1 (Low Risk),0.02,0.6,30920.94,371.05128
LN000210,10210,36350,15.46,2022-11-18,Fully Paid,145498,5 years,2023-05-17,2023-05-20,1341.19,1111.04,3,35238.96,Bucket 1 (Low Risk),0.02,0.6,35238.96,422.86752
LN000211,10211,49613,17.58,2023-12-11,Current,151924,1 year,2024-04-09,2024-04-11,569.84,969.7,2,48643.3,Bucket 1 (Low Risk),0.02,0.6,48643.3,583.7196
LN000212,10212,24504,19.88,2023-12-23,Current,153189,2 years,2024-08-19,2024-08-22,1421.38,972.59,3,23531.41,Bucket 1 (Low Risk),0.02,0.6,23531.41,282.37692
LN000213,10213,22921,11.18,2023-08-11,Late,124534,3 years,2024-02-07,2024-03-01,645.16,361.41,23,22559.59,Bucket 1 (Low Risk),0.02,0.6,22559.59,270.71508
LN000214,10214,10179,12.23,2023-03-29,Late,150587,1 year,2023-07-27,2023-10-08,974.42,344.02,73,9834.98,Bucket 3 (High Risk),0.25,0.6,9834.98,1475.2469999999998
LN000215,10215,22800,8.47,2023-09-23,Late,87726,1 year,2023-10-23,2024-01-21,570.81,914.67,90,21885.33,Bucket 3 (High Risk),0.25,0.6,21885.33,3282.7995
LN000216,10216,20259,6.94,2023-02-28,Current,148837,<1 year,2024-01-24,2024-01-24,960.42,306.22,0,19952.78,Bucket 1 (Low Risk),0.02,0.6,19952.78,239.43336
LN000217,10217,15350,13.32,2024-06-18,Current,77286,2 years,2024-12-15,2024-12-17,1389.52,1075.08,2,14274.92,Bucket 1 (Low Risk),0.02,0.6,14274.92,171.29904
LN000218,10218,10862,17.74,2022-08-26,In Grace Period,34777,1 year,2023-03-24,2023-03-24,343.61,1420.71,0,9441.29,Bucket 1 (Low Risk),0.02,0.6,9441.29,113.29548000000001
LN000219,10219,31017,20.18,2022-07-10,Fully Paid,100882,<1 year,2022-08-09,2022-08-11,428.76,981.55,2,30035.45,Bucket 1 (Low Risk),0.02,0.6,30035.45,360.4254
LN000220,10220,26957,11.12,2023-10-19,In Grace Period,154476,1 year,2024-07-15,2024-07-20,1270.58,627.4,5,26329.6,Bucket 1 (Low Risk),0.02,0.6,26329.6,315.9552
LN000221,10221,26671,8.92,2023-04-15,Late,73810,<1 year,2024-04-09,2024-05-27,981.34,811.69,48,25859.31,Bucket 2 (Medium Risk),0.08,0.6,25859.31,1241.2468800000001
LN000222,10222,17659,9.16,2024-05-26,Late,131296,3 years,2025-02-20,2025-04-07,1103.11,178.06,46,17480.94,Bucket 2 (Medium Risk),0.08,0.6,17480.94,839.08512
LN000223,10223,17109,23.67,2023-05-04,Current,90024,<1 year,2023-10-01,2023-10-05,1204.51,582.63,4,16526.37,Bucket 1 (Low Risk),0.02,0.6,16526.37,198.31644
LN000224,10224,26602,11.44,2024-01-11,In Grace Period,93564,10+ years,2024-07-09,2024-07-10,441.87,374.55,1,26227.45,Bucket 1 (Low Risk),0.02,0.6,26227.45,314.7294
LN000225,10225,25106,8.87,2023-12-04,In Grace Period,106521,10+ years,2024-02-02,2024-02-04,565.02,741.05,2,24364.95,Bucket 1 (Low Risk),0.02,0.6,24364.95,292.37940000000003
LN000226,10226,13753,14.61,2023-04-11,Late,122943,3 years,2024-04-05,2024-06-19,1208.82,921.52,75,12831.48,Bucket 3 (High Risk),0.25,0.6,12831.48,1924.7219999999998
LN000227,10227,48522,20.86,2024-02-20,Current,46461,5 years,2024-10-17,2024-10-20,977.0,393.72,3,48128.28,Bucket 1 (Low Risk),0.02,0.6,48128.28,577.53936
LN000228,10228,9047,20.92,2023-06-02,Current,165682,1 year,2023-08-31,2023-09-03,830.21,1325.38,3,7721.62,Bucket 1 (Low Risk),0.02,0.6,7721.62,92.65944
LN000229,10229,49583,9.7,2023-08-21,Current,158791,3 years,2023-09-20,2023-09-25,798.51,458.33,5,49124.67,Bucket 1 (Low Risk),0.02,0.6,49124.67,589.49604
LN000230,10230,41956,7.04,2023-04-19,Late,105784,10+ years,2023-05-19,2023-07-13,303.62,329.01,55,41626.99,Bucket 2 (Medium Risk),0.08,0.6,41626.99,1998.0955199999999
LN000231,10231,19280,16.41,2022-02-16,Current,41714,5 years,2022-03-18,2022-03-17,866.49,1483.36,-1,17796.64,Current,0.01,0.6,17796.64,106.77984
LN000232,10232,23814,13.36,2024-02-27,Current,135195,2 years,2024-09-24,2024-09-29,1388.12,1343.54,5,22470.46,Bucket 1 (Low Risk),0.02,0.6,22470.46,269.64552
LN000233,10233,29618,7.44,2023-11-09,Fully Paid,59862,10+ years,2024-05-07,2024-05-06,944.71,514.17,-1,29103.83,Current,0.01,0.6,29103.83,174.62298
LN000234,10234,39658,8.29,2022-08-17,Fully Paid,30959,2 years,2023-04-14,2023-04-18,1288.03,938.32,4,38719.68,Bucket 1 (Low Risk),0.02,0.6,38719.68,464.63616
LN000235,10235,21220,14.29,2022-06-08,Current,54581,<1 year,2023-05-04,2023-05-08,1423.49,1037.91,4,20182.09,Bucket 1 (Low Risk),0.02,0.6,20182.09,242.18508
LN000236,10236,6025,10.33,2022-03-10,Current,33801,3 years,2023-01-04,2023-01-02,353.08,593.68,-2,5431.32,Current,0.01,0.6,5431.32,32.58792
LN000237,10237,33767,10.22,2022-08-11,Default,39796,1 year,2023-05-08,,1492.18,0.0,1155,33767.0,Default / Write-Off,1.0,0.6,33767.0,20260.2
LN000238,10238,20346,20.68,2024-01-20,In Grace Period,176381,5 years,2024-12-15,2024-12-18,1351.51,584.28,3,19761.72,Bucket 1 (Low Risk),0.02,0.6,19761.72,237.14064000000002
LN000239,10239,48267,15.38,2023-02-28,Current,40979,5 years,2023-12-25,2023-12-25,812.64,1051.19,0,47215.81,Bucket 1 (Low Risk),0.02,0.6,47215.81,566.5897199999999
LN000240,10240,37481,6.84,2022-12-19,Fully Paid,124917,5 years,2023-06-17,2023-06-21,659.87,789.91,4,36691.09,Bucket 1 (Low Risk),0.02,0.6,36691.09,440.29308
LN000241,10241,17050,19.58,2023-04-30,Current,84072,2 years,2024-04-24,2024-04-24,1397.69,1266.93,0,15783.07,Bucket 1 (Low Risk),0.02,0.6,15783.07,189.39684
LN000242,10242,41856,13.43,2023-03-03,In Grace Period,60151,3 years,2023-07-01,2023-07-03,1076.05,544.0,2,41312.0,Bucket 1 (Low Risk),0.02,0.6,41312.0,495.744
LN000243,10243,34477,21.25,2022-04-05,In Grace Period,74933,<1 year,2022-09-02,2022-09-06,1023.51,1108.41,4,33368.59,Bucket 1 (Low Risk),0.02,0.6,33368.59,400.42307999999997
LN000244,10244,9769,9.39,2024-02-19,In Grace Period,171499,1 year,2024-10-16,2024-10-17,699.56,1343.37,1,8425.630000000001,Bucket 1 (Low Risk),0.02,0.6,8425.630000000001,101.10756000000002
LN000245,10245,6004,9.81,2022-07-14,Fully Paid,55753,10+ years,2023-03-11,2023-03-12,1144.52,1134.75,1,4869.25,Bucket 1 (Low Risk),0.02,0.6,4869.25,58.431000000000004
LN000246,10246,30993,22.47,2023-07-20,Current,99202,3 years,2024-03-16,2024-03-19,731.57,670.11,3,30322.89,Bucket 1 (Low Risk),0.02,0.6,30322.89,363.87468
LN000247,10247,37589,14.39,2024-04-02,Fully Paid,148074,2 years,2024-07-31,2024-08-03,354.86,675.51,3,36913.49,Bucket 1 (Low Risk),0.02,0.6,36913.49,442.96188
LN000248,10248,19501,19.34,2022-01-17,Current,178100,5 years,2023-01-12,2023-01-16,535.43,654.23,4,18846.77,Bucket 1 (Low Risk),0.02,0.6,18846.77,226.16124000000002
LN000249,10249,20074,12.84,2024-05-03,Current,169347,10+ years,2025-03-29,2025-04-01,1285.91,608.79,3,19465.21,Bucket 1 (Low Risk),0.02,0.6,19465.21,233.58252
LN000250,10250,47054,19.31,2023-04-17,Current,117320,1 year,2023-07-16,2023-07-21,1367.24,520.86,5,46533.14,Bucket 1 (Low Risk),0.02,0.6,46533.14,558.39768
LN000251,10251,47061,23.23,2023-06-21,Current,44485,10+ years,2023-07-21,2023-07-19,1311.05,794.87,-2,46266.13,Current,0.01,0.6,46266.13,277.59677999999997
LN000252,10252,20167,7.22,2022-06-04,Current,157574,3 years,2022-12-01,2022-11-29,1100.11,1041.4,-2,19125.6,Current,0.01,0.6,19125.6,114.75359999999999
LN000253,10253,45404,22.43,2023-11-07,Current,26733,5 years,2024-08-03,2024-08-07,935.3,314.22,4,45089.78,Bucket 1 (Low Risk),0.02,0.6,45089.78,541.07736
LN000254,10254,23005,15.64,2022-10-21,Current,137872,1 year,2022-12-20,2022-12-19,589.16,929.26,-1,22075.74,Current,0.01,0.6,22075.74,132.45444
LN000255,10255,45617,15.48,2024-04-14,Current,129044,<1 year,2024-10-11,2024-10-15,591.85,850.8,4,44766.2,Bucket 1 (Low Risk),0.02,0.6,44766.2,537.1944
LN000256,10256,19801,11.4,2024-04-27,Fully Paid,33305,<1 year,2024-11-23,2024-11-27,871.21,752.6,4,19048.4,Bucket 1 (Low Risk),0.02,0.6,19048.4,228.5808
LN000257,10257,46729,6.17,2022-06-25,Current,138746,10+ years,2022-12-22,2022-12-21,1402.98,1373.75,-1,45355.25,Current,0.01,0.6,45355.25,272.1315
LN000258,10258,20057,9.81,2024-06-07,Late,173579,3 years,2024-11-04,2024-11-14,1121.31,931.74,10,19125.26,Bucket 1 (Low Risk),0.02,0.6,19125.26,229.50312
LN000259,10259,23374,22.19,2023-08-01,Late,72016,2 years,2023-08-31,2023-10-01,1202.71,628.33,31,22745.67,Bucket 2 (Medium Risk),0.08,0.6,22745.67,1091.79216
LN000260,10260,31102,22.72,2022-11-03,Current,88038,5 years,2023-06-01,2023-06-04,1187.69,760.62,3,30341.38,Bucket 1 (Low Risk),0.02,0.6,30341.38,364.09656
LN000261,10261,10139,15.01,2022-12-21,Current,139580,1 year,2023-02-19,2023-02-22,1036.64,1026.2,3,9112.8,Bucket 1 (Low Risk),0.02,0.6,9112.8,109.3536
LN000262,10262,44033,13.14,2024-03-03,Current,96651,3 years,2024-10-29,2024-10-30,1429.37,726.97,1,43306.03,Bucket 1 (Low Risk),0.02,0.6,43306.03,519.67236
LN000263,10263,33301,9.34,2023-08-23,Late,47464,5 years,2024-01-20,2024-02-25,398.45,741.8,36,32559.2,Bucket 2 (Medium Risk),0.08,0.6,32559.2,1562.8416
LN000264,10264,15107,12.84,2024-03-13,Late,127137,2 years,2024-09-09,2024-09-27,1431.55,182.37,18,14924.63,Bucket 1 (Low Risk),0.02,0.6,14924.63,179.09556
LN000265,10265,34146,12.48,2022-10-04,Current,47884,1 year,2023-05-02,2023-05-07,914.93,968.38,5,33177.62,Bucket 1 (Low Risk),0.02,0.6,33177.62,398.13144000000005
LN000266,10266,11769,6.47,2022-12-29,In Grace Period,110047,3 years,2023-01-28,2023-01-30,1235.0,796.57,2,10972.43,Bucket 1 (Low Risk),0.02,0.6,10972.43,131.66916
LN000267,10267,41669,22.29,2022-09-06,In Grace Period,69455,10+ years,2023-04-04,2023-04-04,661.36,466.61,0,41202.39,Bucket 1 (Low Risk),0.02,0.6,41202.39,494.42868
LN000268,10268,37317,8.63,2022-06-21,Current,135389,2 years,2023-02-16,2023-02-15,1433.07,733.35,-1,36583.65,Current,0.01,0.6,36583.65,219.5019
LN000269,10269,45962,14.92,2023-09-24,Current,53042,1 year,2024-02-21,2024-02-19,698.66,1438.59,-2,44523.41,Current,0.01,0.6,44523.41,267.14046
LN000270,10270,45644,12.84,2024-06-01,Current,112749,3 years,2025-04-27,2025-04-27,1023.85,660.52,0,44983.48,Bucket 1 (Low Risk),0.02,0.6,44983.48,539.8017600000001
LN000271,10271,18163,14.62,2022-07-01,Fully Paid,108660,2 years,2023-06-26,2023-07-01,1238.37,1461.32,5,16701.68,Bucket 1 (Low Risk),0.02,0.6,16701.68,200.42016
LN000272,10272,26357,12.77,2024-04-16,Default,120686,<1 year,2025-02-10,,539.76,0.0,511,26357.0,Default / Write-Off,1.0,0.6,26357.0,15814.199999999999
LN000273,10273,40758,9.24,2024-02-26,In Grace Period,146011,10+ years,2024-06-25,2024-06-30,1297.54,1257.22,5,39500.78,Bucket 1 (Low Risk),0.02,0.6,39500.78,474.00936
LN000274,10274,9532,20.74,2024-03-25,Default,155889,1 year,2025-02-18,,663.4,0.0,503,9532.0,Default / Write-Off,1.0,0.6,9532.0,5719.2
LN000275,10275,21559,17.86,2024-01-03,Current,123825,<1 year,2024-08-30,2024-09-04,941.24,998.69,5,20560.31,Bucket 1 (Low Risk),0.02,0.6,20560.31,246.72372000000001
LN000276,10276,32413,15.79,2024-03-20,Fully Paid,165746,5 years,2025-02-13,2025-02-12,597.88,431.24,-1,31981.76,Current,0.01,0.6,31981.76,191.89056
LN000277,10277,48561,12.39,2023-10-25,Late,172644,10+ years,2024-09-19,2024-12-15,1203.22,459.66,87,48101.34,Bucket 3 (High Risk),0.25,0.6,48101.34,7215.200999999999
LN000278,10278,33210,7.91,2022-04-11,Current,158870,10+ years,2023-01-06,2023-01-07,769.36,834.93,1,32375.07,Bucket 1 (Low Risk),0.02,0.6,32375.07,388.50084
LN000279,10279,49535,16.59,2023-05-28,Current,31438,3 years,2023-07-27,2023-07-29,1454.07,799.17,2,48735.83,Bucket 1 (Low Risk),0.02,0.6,48735.83,584.82996
LN000280,10280,12606,20.96,2024-01-18,Current,106760,2 years,2024-09-14,2024-09-15,717.96,925.34,1,11680.66,Bucket 1 (Low Risk),0.02,0.6,11680.66,140.16792
LN000281,10281,11397,13.89,2023-12-15,Current,42609,2 years,2024-01-14,2024-01-13,711.69,327.1,-1,11069.9,Current,0.01,0.6,11069.9,66.4194
LN000282,10282,12167,18.19,2022-06-18,Fully Paid,88940,5 years,2022-09-16,2022-09-16,811.64,697.19,0,11469.81,Bucket 1 (Low Risk),0.02,0.6,11469.81,137.63772
LN000283,10283,35281,10.17,2023-02-19,Late,73860,10+ years,2024-01-15,2024-03-15,1184.87,456.02,60,34824.98,Bucket 2 (Medium Risk),0.08,0.6,34824.98,1671.5990400000003
LN000284,10284,17931,14.09,2023-03-16,Current,81307,1 year,2023-08-13,2023-08-12,1259.4,992.82,-1,16938.18,Current,0.01,0.6,16938.18,101.62908
LN000285,10285,40185,9.37,2022-11-30,Current,54872,2 years,2023-10-26,2023-10-31,1066.93,933.26,5,39251.74,Bucket 1 (Low Risk),0.02,0.6,39251.74,471.02088
LN000286,10286,44123,13.0,2023-02-06,In Grace Period,116206,2 years,2023-10-04,2023-10-04,1147.19,1276.49,0,42846.51,Bucket 1 (Low Risk),0.02,0.6,42846.51,514.15812
LN000287,10287,24493,22.54,2023-08-28,Current,60113,2 years,2023-10-27,2023-10-28,519.65,666.46,1,23826.54,Bucket 1 (Low Risk),0.02,0.6,23826.54,285.91848
LN000288,10288,14264,15.19,2023-03-05,In Grace Period,175681,3 years,2023-10-01,2023-10-01,944.86,884.0,0,13380.0,Bucket 1 (Low Risk),0.02,0.6,13380.0,160.56
LN000289,10289,47287,22.75,2022-06-27,In Grace Period,153356,2 years,2022-09-25,2022-09-25,841.2,677.5,0,46609.5,Bucket 1 (Low Risk),0.02,0.6,46609.5,559.314
LN000290,10290,8513,21.58,2022-01-10,Current,76151,3 years,2022-10-07,2022-10-12,890.07,790.96,5,7722.04,Bucket 1 (Low Risk),0.02,0.6,7722.04,92.66448
LN000291,10291,34088,14.8,2022-03-26,In Grace Period,82810,2 years,2022-04-25,2022-04-27,646.4,569.81,2,33518.19,Bucket 1 (Low Risk),0.02,0.6,33518.19,402.21828000000005
LN000292,10292,34971,16.18,2024-03-02,Default,169107,5 years,2024-05-01,,987.26,0.0,796,34971.0,Default / Write-Off,1.0,0.6,34971.0,20982.6
LN000293,10293,22556,19.95,2024-04-23,Fully Paid,167093,<1 year,2025-04-18,2025-04-23,1487.73,955.62,5,21600.38,Bucket 1 (Low Risk),0.02,0.6,21600.38,259.20456
